2,0,1,1977
2,0,3,1977
2,0,5,1977
2,0,7,1977
2,2,1,1977
2,2,3,1977
2,2,5,1977
2,2,7,1977
2,6,1,1977
2,6,3,1977
2,6,5,1977
2,6,7,1977
2,8,1,1977
2,8,3,1977
2,8,5,1977
2,8,7,1977
2,1,1,1
2,1,3,1
2,1,5,1
2,1,7,1
2,1,0,3512
2,1,2,3512
2,1,6,3512
2,1,8,3512
2,3,1,1
2,3,3,1
2,3,5,1
2,3,7,1
2,3,0,3512
2,3,2,3512
2,3,6,3512
2,3,8,3512
2,5,1,1
2,5,3,1
2,5,5,1
2,5,7,1
2,5,0,3512
2,5,2,3512
2,5,6,3512
2,5,8,3512
2,7,1,1
2,7,3,1
2,7,5,1
2,7,7,1
2,7,0,3512
2,7,2,3512
2,7,6,3512
2,7,8,3512
2,4,1,454
2,4,3,454
2,4,5,454
2,4,7,454
4,4,0,255
4,4,2,255
4,4,6,255
4,4,8,255
4,4,1,401
4,4,3,401
4,4,5,401
4,4,7,401
4,1,4,2223
4,1,0,737
4,1,2,737
4,1,6,737
4,1,8,737
4,1,1,128
4,1,3,128
4,1,5,128
4,1,7,128
4,3,4,2223
4,3,0,737
4,3,2,737
4,3,6,737
4,3,8,737
4,3,1,128
4,3,3,128
4,3,5,128
4,3,7,128
4,5,4,2223
4,5,0,737
4,5,2,737
4,5,6,737
4,5,8,737
4,5,1,128
4,5,3,128
4,5,5,128
4,5,7,128
4,7,4,2223
4,7,0,737
4,7,2,737
4,7,6,737
4,7,8,737
4,7,1,128
4,7,3,128
4,7,5,128
4,7,7,128
4,0,1,716
4,0,3,716
4,0,5,716
4,0,7,716
4,0,0,993
4,0,2,993
4,0,6,993
4,0,8,993
4,0,4,491
4,2,1,716
4,2,3,716
4,2,5,716
4,2,7,716
4,2,0,993
4,2,2,993
4,2,6,993
4,2,8,993
4,2,4,491
4,6,1,716
4,6,3,716
4,6,5,716
4,6,7,716
4,6,0,993
4,6,2,993
4,6,6,993
4,6,8,993
4,6,4,491
4,8,1,716
4,8,3,716
4,8,5,716
4,8,7,716
4,8,0,993
4,8,2,993
4,8,6,993
4,8,8,993
4,8,4,491
6,1,1,105
6,1,3,105
6,1,5,105
6,1,7,105
6,1,4,137
6,1,0,828
6,1,2,828
6,1,6,828
6,1,8,828
6,3,1,105
6,3,3,105
6,3,5,105
6,3,7,105
6,3,4,137
6,3,0,828
6,3,2,828
6,3,6,828
6,3,8,828
6,5,1,105
6,5,3,105
6,5,5,105
6,5,7,105
6,5,4,137
6,5,0,828
6,5,2,828
6,5,6,828
6,5,8,828
6,7,1,105
6,7,3,105
6,7,5,105
6,7,7,105
6,7,4,137
6,7,0,828
6,7,2,828
6,7,6,828
6,7,8,828
6,0,4,379
6,0,1,163
6,0,3,163
6,0,5,163
6,0,7,163
6,0,0,617
6,0,2,617
6,0,6,617
6,0,8,617
6,2,4,379
6,2,1,163
6,2,3,163
6,2,5,163
6,2,7,163
6,2,0,617
6,2,2,617
6,2,6,617
6,2,8,617
6,6,4,379
6,6,1,163
6,6,3,163
6,6,5,163
6,6,7,163
6,6,0,617
6,6,2,617
6,6,6,617
6,6,8,617
6,8,4,379
6,8,1,163
6,8,3,163
6,8,5,163
6,8,7,163
6,8,0,617
6,8,2,617
6,8,6,617
6,8,8,617
6,4,1,19
6,4,3,19
6,4,5,19
6,4,7,19
6,4,0,58
6,4,2,58
6,4,6,58
6,4,8,58
8,1,4,-8
8,1,0,-55
8,1,2,-55
8,1,6,-55
8,1,8,-55
8,1,1,-17
8,1,3,-17
8,1,5,-17
8,1,7,-17
8,3,4,-8
8,3,0,-55
8,3,2,-55
8,3,6,-55
8,3,8,-55
8,3,1,-17
8,3,3,-17
8,3,5,-17
8,3,7,-17
8,5,4,-8
8,5,0,-55
8,5,2,-55
8,5,6,-55
8,5,8,-55
8,5,1,-17
8,5,3,-17
8,5,5,-17
8,5,7,-17
8,7,4,-8
8,7,0,-55
8,7,2,-55
8,7,6,-55
8,7,8,-55
8,7,1,-17
8,7,3,-17
8,7,5,-17
8,7,7,-17
8,0,1,-130
8,0,3,-130
8,0,5,-130
8,0,7,-130
8,0,0,-33
8,0,2,-33
8,0,6,-33
8,0,8,-33
8,0,4,-30
8,2,1,-130
8,2,3,-130
8,2,5,-130
8,2,7,-130
8,2,0,-33
8,2,2,-33
8,2,6,-33
8,2,8,-33
8,2,4,-30
8,6,1,-130
8,6,3,-130
8,6,5,-130
8,6,7,-130
8,6,0,-33
8,6,2,-33
8,6,6,-33
8,6,8,-33
8,6,4,-30
8,8,1,-130
8,8,3,-130
8,8,5,-130
8,8,7,-130
8,8,0,-33
8,8,2,-33
8,8,6,-33
8,8,8,-33
8,8,4,-30
8,4,0,-8
8,4,2,-8
8,4,6,-8
8,4,8,-8
8,4,1,-18
8,4,3,-18
8,4,5,-18
8,4,7,-18
